from,to,distance
32,38,352.0
32,39,227.0
32,40,1113.0
32,41,1103.0
32,42,1070.0
32,43,1199.0
32,44,1044.0
32,45,1035.0
32,46,1104.0
32,47,1128.0
32,48,1229.0
32,49,1295.0
32,50,885.0
32,51,857.0
32,52,1008.0
32,53,1002.0
32,54,1007.0
32,55,1050.0
32,56,1272.0
32,57,1524.0
32,58,1907.0
32,59,2000.0
32,60,1632.0
32,61,1564.0
32,62,1429.0
32,63,1843.0
32,64,1658.0
32,65,2327.0
32,66,731.0
32,67,591.0
32,68,501.0
32,69,413.0
32,70,296.0
32,71,374.0
32,72,21.0
32,73,1836.0
32,74,1674.0
32,75,1486.0
32,76,1526.0
32,77,1965.0
32,78,1795.0
32,79,1557.0
32,80,1308.0
32,81,1007.0
32,82,1146.0
32,83,1122.0
32,84,1112.0
32,85,989.0
32,86,870.0
32,87,858.0
32,88,685.0
32,89,658.0
32,90,806.0
32,91,966.0
32,92,415.0
32,93,400.0
32,94,210.0
32,95,407.0
32,96,419.0
32,97,1433.0
32,98,1444.0
32,99,498.0
32,100,510.0
32,101,288.0
33,1,1753.0
33,2,653.0
33,3,1296.0
33,4,1319.0
33,5,2150.0
33,6,2257.0
33,7,1907.0
33,8,1393.0
33,9,10000.0
33,10,1971.0
33,11,1859.0
33,12,1901.0
33,13,2175.0
33,14,1432.0
33,15,1613.0
33,16,1879.0
33,17,1865.0
33,18,2104.0
33,19,2085.0
33,20,1287.0
33,21,1708.0
33,22,1793.0
33,23,1876.0
33,24,1304.0
33,25,1369.0
33,26,713.0
33,27,579.0
33,28,1339.0
33,29,1160.0
33,30,1138.0
33,31,611.0
33,32,474.0
33,33,0.0
33,34,231.0
33,35,240.0
33,36,470.0
33,37,384.0
33,38,660.0
33,39,535.0
33,40,956.0
33,41,965.0
33,42,970.0
33,43,1169.0
33,44,1014.0
33,45,1005.0
33,46,882.0
33,47,905.0
33,48,1006.0
33,49,1072.0
33,50,693.0
33,51,665.0
33,52,816.0
33,53,1130.0
33,54,1135.0
33,55,1177.0
33,56,1049.0
33,57,1301.0
33,58,1684.0
33,59,1777.0
33,60,1365.0
33,61,1341.0
33,62,1206.0
33,63,1651.0
33,64,1466.0
33,65,2104.0
33,66,858.0
33,67,718.0
33,68,628.0
33,69,540.0
33,70,424.0
33,71,502.0
33,72,328.0
33,73,1500.0
33,74,1338.0
33,75,1150.0
33,76,1334.0
33,77,1778.0
33,78,1630.0
33,79,1366.0
33,80,1116.0
33,81,1026.0
33,82,1165.0
33,83,899.0
33,84,889.0
33,85,766.0
33,86,647.0
33,87,635.0
33,88,667.0
33,89,677.0
33,90,825.0
33,91,985.0
33,92,567.0
33,93,614.0
33,94,338.0
33,95,366.0
33,96,196.0
33,97,1097.0
33,98,1108.0
33,99,275.0
33,100,287.0
33,101,416.0
34,1,1521.0
34,2,421.0
34,3,1064.0
34,4,1087.0
34,5,2216.0
34,6,2324.0
34,7,2139.0
34,8,1624.0
34,9,10000.0
34,10,2090.0
34,11,1977.0
34,12,2019.0
34,13,2294.0
34,14,1664.0
34,15,1844.0
34,16,2110.0
34,17,2097.0
34,18,2336.0
34,19,2281.0
34,20,1349.0
34,21,1476.0
34,22,1562.0
34,23,1644.0
34,24,1365.0
34,25,1430.0
34,26,482.0
34,27,348.0
34,28,1458.0
34,29,1279.0
34,30,1256.0
34,31,380.0
34,32,242.0
34,33,231.0
34,34,0.0
34,35,8.0
34,36,588.0
34,37,503.0
34,38,428.0
34,39,303.0
34,40,1009.0
34,41,999.0
34,42,966.0
34,43,1095.0
34,44,940.0
34,45,931.0
34,46,1000.0
34,47,1024.0
34,48,1125.0
34,49,1191.0
34,50,925.0
34,51,897.0
34,52,1047.0
34,53,898.0
34,54,903.0
34,55,946.0
34,56,1168.0
34,57,1420.0
34,58,1803.0
34,59,1896.0
34,60,1528.0
34,61,1460.0
34,62,1325.0
34,63,1882.0
34,64,1698.0
34,65,2223.0
34,66,627.0
34,67,487.0
34,68,397.0
34,69,309.0
34,70,192.0
34,71,270.0
34,72,96.0
34,73,1732.0
34,74,1570.0
34,75,1382.0
34,76,1565.0
34,77,2009.0
34,78,1862.0
34,79,1597.0
34,80,1348.0
34,81,1083.0
34,82,1222.0
34,83,1017.0
34,84,1008.0
34,85,885.0
34,86,766.0
34,87,754.0
34,88,761.0
34,89,734.0
34,90,882.0
34,91,1042.0
34,92,335.0
34,93,383.0
34,94,106.0
34,95,303.0
34,96,315.0
34,97,1329.0
34,98,1339.0
34,99,393.0
34,100,406.0
34,101,184.0
35,1,1530.0
35,2,429.0
35,3,1072.0
35,4,1096.0
35,5,2208.0
35,6,2315.0
35,7,2147.0
35,8,1633.0
35,9,10000.0
35,10,2099.0
35,11,1986.0
35,12,2028.0
35,13,2302.0
35,14,1672.0
35,15,1853.0
35,16,2119.0
35,17,2105.0
35,18,2344.0
35,19,2273.0
35,20,1340.0
35,21,1485.0
35,22,1570.0
35,23,1653.0
35,24,1357.0
35,25,1421.0
35,26,473.0
35,27,339.0
35,28,1467.0
35,29,1287.0
35,30,1265.0
35,31,371.0
35,32,234.0
35,33,240.0
35,34,8.0
35,35,0.0
35,36,597.0
35,37,511.0
35,38,420.0
35,39,295.0
35,40,1017.0
35,41,1007.0
35,42,974.0
35,43,1103.0
35,44,949.0
35,45,939.0
35,46,1009.0
35,47,1032.0
35,48,1133.0
35,49,1199.0
35,50,933.0
35,51,905.0
35,52,1056.0
35,53,907.0
35,54,912.0
35,55,954.0
35,56,1176.0
35,57,1428.0
35,58,1811.0
35,59,1904.0
35,60,1537.0
35,61,1469.0
35,62,1333.0
35,63,1891.0
35,64,1706.0
35,65,2231.0
35,66,635.0
35,67,495.0
35,68,405.0
35,69,317.0
35,70,201.0
35,71,278.0
35,72,88.0
35,73,1740.0
35,74,1578.0
35,75,1390.0
35,76,1574.0
35,77,2018.0
35,78,1862.0
35,79,1606.0
35,80,1356.0
35,81,1075.0
35,82,1214.0
35,83,1026.0
35,84,1016.0
35,85,894.0
35,86,774.0
35,87,762.0
35,88,753.0
35,89,726.0
35,90,873.0
35,91,1034.0
35,92,344.0
35,93,391.0
35,94,115.0
35,95,311.0
35,96,323.0
35,97,1338.0
35,98,1348.0
35,99,402.0
35,100,414.0
35,101,193.0
36,1,1627.0
36,2,527.0
36,3,1170.0
36,4,1193.0
36,5,2419.0
36,6,2527.0
36,7,2177.0
36,8,1662.0
36,9,10000.0
36,10,1959.0
36,11,1846.0
36,12,1888.0
36,13,2162.0
36,14,1702.0
36,15,1882.0
36,16,2148.0
36,17,2134.0
36,18,2373.0
36,19,2355.0
36,20,1556.0
36,21,1582.0
36,22,1667.0
36,23,1750.0
36,24,1573.0
36,25,1638.0
36,26,933.0
36,27,826.0
36,28,1327.0
36,29,1147.0
36,30,1125.0
36,31,858.0
36,32,720.0
36,33,269.0
36,34,495.0
36,35,486.0
36,36,0.0
36,37,190.0
36,38,907.0
36,39,781.0
36,40,943.0
36,41,953.0
36,42,957.0
36,43,1156.0
36,44,1001.0
36,45,992.0
36,46,869.0
36,47,893.0
36,48,993.0
36,49,1059.0
36,50,962.0
36,51,935.0
36,52,1085.0
36,53,1004.0
36,54,1009.0
36,55,1051.0
36,56,1037.0
36,57,1289.0
36,58,1671.0
36,59,1764.0
36,60,1397.0
36,61,1329.0
36,62,1193.0
36,63,1920.0
36,64,1735.0
36,65,2091.0
36,66,732.0
36,67,592.0
36,68,502.0
36,69,414.0
36,70,298.0
36,71,376.0
36,72,575.0
36,73,1770.0
36,74,1607.0
36,75,1420.0
36,76,1603.0
36,77,2047.0
36,78,1900.0
36,79,1635.0
36,80,1385.0
36,81,1295.0
36,82,1435.0
36,83,886.0
36,84,876.0
36,85,754.0
36,86,635.0
36,87,623.0
36,88,936.0
36,89,946.0
36,90,1094.0
36,91,1254.0
36,92,441.0
36,93,488.0
36,94,383.0
36,95,172.0
36,96,184.0
36,97,1367.0
36,98,1377.0
36,99,262.0
36,100,93.0
36,101,290.0
37,1,1437.0
37,2,337.0
37,3,980.0
37,4,1003.0
37,5,2504.0
37,6,2612.0
37,7,2395.0
37,8,1881.0
37,9,10000.0
37,10,2054.0
37,11,1941.0
37,12,1983.0
37,13,2258.0
37,14,1920.0
37,15,2101.0
37,16,2367.0
37,17,2353.0
37,18,2592.0
37,19,2569.0
37,20,1637.0
37,21,1392.0
37,22,1477.0
37,23,1560.0
37,24,1654.0
37,25,1718.0
37,26,743.0
37,27,636.0
37,28,1422.0
37,29,1243.0
37,30,1220.0
37,31,668.0
37,32,530.0
37,33,487.0
37,34,305.0
37,35,296.0
37,36,236.0
37,37,0.0
37,38,717.0
37,39,591.0
37,40,924.0
37,41,914.0
37,42,881.0
37,43,1010.0
37,44,856.0
37,45,846.0
37,46,969.0
37,47,993.0
37,48,1094.0
37,49,1160.0
37,50,1181.0
37,51,1153.0
37,52,1304.0
37,53,814.0
37,54,819.0
37,55,861.0
37,56,1132.0
37,57,1384.0
37,58,1767.0
37,59,1860.0
37,60,1492.0
37,61,1424.0
37,62,1289.0
37,63,2138.0
37,64,1954.0
37,65,2187.0
37,66,542.0
37,67,402.0
37,68,312.0
37,69,224.0
37,70,108.0
37,71,186.0
37,72,385.0
37,73,1988.0
37,74,1826.0
37,75,1638.0
37,76,1821.0
37,77,2266.0
37,78,2118.0
37,79,1853.0
37,80,1604.0
37,81,1371.0
37,82,1511.0
37,83,981.0
37,84,972.0
37,85,972.0
37,86,853.0
37,87,841.0
37,88,1050.0
37,89,1022.0
37,90,1170.0
37,91,1330.0
37,92,251.0
37,93,298.0
37,94,193.0
37,95,390.0
37,96,402.0
37,97,1585.0
37,98,1596.0
37,99,480.0
37,100,329.0
37,101,100.0
38,1,1825.0
38,2,725.0
38,3,1368.0
38,4,1391.0
38,5,2217.0
38,6,2325.0
38,7,2177.0
38,8,1662.0
38,9,10000.0
38,10,2419.0
38,11,2306.0
38,12,2348.0
38,13,2622.0
38,14,1701.0
38,15,1882.0
38,16,2148.0
38,17,2134.0
38,18,2373.0
38,19,2282.0
38,20,1350.0
38,21,1780.0
38,22,1866.0
38,23,1948.0
38,24,1367.0
38,25,1431.0
38,26,483.0
38,27,349.0
38,28,1787.0
38,29,1607.0
38,30,1585.0
38,31,361.0
38,32,224.0
38,33,559.0
38,34,328.0
38,35,336.0
38,36,917.0
38,37,831.0
38,38,0.0
38,39,125.0
38,40,1337.0
38,41,1327.0
38,42,1294.0
38,43,1423.0
38,44,1269.0
38,45,1259.0
38,46,1329.0
38,47,1352.0
38,48,1453.0
38,49,1519.0
38,50,962.0
38,51,935.0
38,52,1085.0
38,53,1227.0
38,54,1231.0
38,55,1274.0
38,56,1496.0
38,57,1748.0
38,58,2131.0
38,59,2224.0
38,60,1857.0
38,61,1789.0
38,62,1653.0
38,63,1920.0
38,64,1735.0
38,65,2551.0
38,66,955.0
38,67,815.0
38,68,725.0
38,69,637.0
38,70,520.0
38,71,598.0
38,72,245.0
38,73,2060.0
38,74,1898.0
38,75,1710.0
38,76,1603.0
38,77,2042.0
38,78,1872.0
38,79,1635.0
38,80,1385.0
38,81,1084.0
38,82,1224.0
38,83,1346.0
38,84,1336.0
38,85,1214.0
38,86,1094.0
38,87,1082.0
38,88,763.0
38,89,735.0
38,90,883.0
38,91,1043.0
38,92,639.0
38,93,624.0
38,94,435.0
38,95,631.0
38,96,643.0
38,97,1657.0
38,98,1668.0
38,99,722.0
38,100,734.0
38,101,513.0
39,1,1700.0
39,2,599.0
39,3,1242.0
39,4,1266.0
39,5,2092.0
39,6,2200.0
39,7,2051.0
39,8,1537.0
39,9,10000.0
39,10,2293.0
39,11,2180.0
39,12,2222.0
39,13,2497.0
39,14,1576.0
39,15,1757.0
39,16,2023.0
39,17,2009.0
39,18,2248.0
39,19,2157.0
39,20,1224.0
39,21,1655.0
39,22,1740.0
39,23,1823.0
39,24,1241.0
39,25,1306.0
39,26,358.0
39,27,223.0
39,28,1661.0
39,29,1482.0
39,30,1459.0
39,31,236.0
39,32,98.0
39,33,434.0
39,34,203.0
39,35,211.0
39,36,791.0
39,37,706.0
39,38,125.0
39,39,0.0
39,40,1212.0
39,41,1202.0
39,42,1169.0
39,43,1298.0
39,44,1143.0
39,45,1134.0
39,46,1203.0
39,47,1227.0
39,48,1328.0
39,49,1394.0
39,50,837.0
39,51,809.0
39,52,960.0
39,53,1101.0
39,54,1106.0
39,55,1149.0
39,56,1371.0
39,57,1623.0
39,58,2006.0
39,59,2099.0
39,60,1731.0
39,61,1663.0
39,62,1528.0
39,63,1794.0
39,64,1610.0
39,65,2426.0
39,66,830.0
39,67,690.0
39,68,600.0
39,69,512.0
39,70,395.0
39,71,473.0
39,72,119.0
39,73,1935.0
39,74,1773.0
39,75,1585.0
39,76,1477.0
39,77,1916.0
39,78,1747.0
39,79,1509.0
39,80,1260.0
39,81,959.0
39,82,1098.0
39,83,1220.0
39,84,1211.0
39,85,1088.0
39,86,969.0
39,87,957.0
39,88,637.0
39,89,610.0
39,90,758.0
39,91,918.0
39,92,514.0
39,93,499.0
39,94,309.0
39,95,506.0
39,96,518.0
39,97,1532.0
39,98,1542.0
39,99,596.0
39,100,609.0
39,101,387.0
40,1,2158.0
40,2,1058.0
40,3,1701.0
40,4,1067.0
40,5,2518.0
40,6,2625.0
40,7,1795.0
40,8,1761.0
40,9,10000.0
40,10,1149.0
40,11,1036.0
40,12,1078.0
40,13,1352.0
40,14,1800.0
40,15,1981.0
40,16,1824.0
40,17,1838.0
40,18,2077.0
40,19,2453.0
40,20,2151.0
40,21,2113.0
40,22,2199.0
40,23,2281.0
40,24,2168.0
40,25,2232.0
40,26,1464.0
40,27,1358.0
40,28,517.0
40,29,337.0
40,30,315.0
40,31,1390.0
40,32,1252.0
40,33,863.0
40,34,1026.0
40,35,1018.0
40,36,594.0
40,37,784.0
40,38,1438.0
40,39,1313.0
40,40,0.0
40,41,9.0
40,42,100.0
40,43,222.0
40,44,67.0
40,45,77.0
40,46,188.0
40,47,212.0
40,48,313.0
40,49,379.0
40,50,1557.0
40,51,1529.0
40,52,1680.0
40,53,742.0
40,54,503.0
40,55,411.0
40,56,227.0
40,57,479.0
40,58,861.0
40,59,954.0
40,60,587.0
40,61,519.0
40,62,383.0
40,63,2129.0
40,64,1945.0
40,65,1281.0
40,66,389.0
40,67,536.0
40,68,626.0
40,69,713.0
40,70,829.0
40,71,907.0
40,72,1106.0
40,73,1268.0
40,74,1106.0
40,75,1439.0
40,76,1702.0
40,77,2257.0
40,78,2109.0
40,79,1795.0
40,80,1534.0
40,81,1890.0
40,82,2029.0
40,83,76.0
40,84,66.0
40,85,189.0
40,86,308.0
40,87,320.0
40,88,1531.0
40,89,1541.0
40,90,1689.0
40,91,1849.0
40,92,973.0
40,93,1020.0
40,94,915.0
40,95,766.0
40,96,778.0
40,97,865.0
40,98,854.0
40,99,857.0
40,100,687.0
40,101,884.0
41,1,2168.0
41,2,1068.0
41,3,1711.0
41,4,1057.0
41,5,2508.0
41,6,2616.0
41,7,1786.0
41,8,1751.0
41,9,10000.0
41,10,1139.0
41,11,1026.0
41,12,1068.0
41,13,1343.0
41,14,1791.0
41,15,1971.0
41,16,1814.0
41,17,1828.0
41,18,2067.0
41,19,2444.0
41,20,2141.0
41,21,2123.0
41,22,2209.0
41,23,2291.0
41,24,2158.0
41,25,2223.0
41,26,1474.0
41,27,1367.0
41,28,507.0
41,29,328.0
41,30,305.0
41,31,1399.0
41,32,1262.0
41,33,854.0
41,34,1036.0
41,35,1028.0
41,36,584.0
41,37,774.0
41,38,1448.0
41,39,1323.0
41,40,9.0
41,41,0.0
41,42,91.0
41,43,232.0
41,44,77.0
41,45,87.0
41,46,179.0
41,47,202.0
41,48,303.0
41,49,369.0
41,50,1547.0
41,51,1520.0
41,52,1670.0
41,53,752.0
41,54,512.0
41,55,420.0
41,56,217.0
41,57,469.0
41,58,852.0
41,59,945.0
41,60,577.0
41,61,509.0
41,62,374.0
41,63,2120.0
41,64,1935.0
41,65,1272.0
41,66,399.0
41,67,545.0
41,68,635.0
41,69,723.0
41,70,839.0
41,71,917.0
41,72,1116.0
41,73,1258.0
41,74,1096.0
41,75,1429.0
41,76,1692.0
41,77,2247.0
41,78,2099.0
41,79,1785.0
41,80,1525.0
41,81,1880.0
41,82,2020.0
41,83,66.0
41,84,57.0
41,85,179.0
41,86,298.0
41,87,310.0
41,88,1521.0
41,89,1531.0
41,90,1679.0
41,91,1839.0
41,92,982.0
41,93,1030.0
41,94,925.0
41,95,756.0
41,96,768.0
41,97,855.0
41,98,845.0
41,99,847.0
41,100,678.0
41,101,875.0
42,1,2135.0
42,2,1035.0
42,3,1677.0
42,4,1148.0
42,5,2599.0
42,6,2707.0
42,7,1877.0
42,8,1842.0
42,9,10000.0
42,10,1230.0
42,11,1118.0
42,12,1160.0
42,13,1434.0
42,14,1882.0
42,15,2062.0
42,16,1905.0
42,17,1919.0
42,18,2158.0
42,19,2535.0
42,20,2165.0
42,21,2090.0
42,22,2175.0
42,23,2258.0
42,24,2182.0
42,25,2247.0
42,26,1441.0
42,27,1334.0
42,28,598.0
42,29,419.0
42,30,397.0
42,31,1366.0
42,32,1228.0
42,33,878.0
42,34,1003.0
42,35,994.0
42,36,608.0
42,37,798.0
42,38,1415.0
42,39,1289.0
42,40,100.0
42,41,91.0
42,42,0.0
42,43,198.0
42,44,44.0
42,45,34.0
42,46,88.0
42,47,111.0
42,48,212.0
42,49,278.0
42,50,1571.0
42,51,1543.0
42,52,1694.0
42,53,718.0
42,54,479.0
42,55,387.0
42,56,308.0
42,57,560.0
42,58,943.0
42,59,1036.0
42,60,668.0
42,61,600.0
42,62,465.0
42,63,2211.0
42,64,2026.0
42,65,1363.0
42,66,365.0
42,67,512.0
42,68,602.0
42,69,690.0
42,70,806.0
42,71,884.0
42,72,1083.0
42,73,1349.0
42,74,1187.0
42,75,1520.0
42,76,1783.0
42,77,2338.0
42,78,2190.0
42,79,1877.0
42,80,1616.0
42,81,1904.0
42,82,2043.0
42,83,158.0
42,84,148.0
42,85,203.0
42,86,322.0
42,87,334.0
42,88,1545.0
42,89,1555.0
42,90,1703.0
42,91,1863.0
42,92,949.0
42,93,996.0
42,94,891.0
42,95,780.0
42,96,792.0
42,97,946.0
42,98,936.0
42,99,871.0
42,100,701.0
42,101,898.0
43,1,2245.0
43,2,1145.0
43,3,1788.0
43,4,964.0
43,5,2735.0
43,6,2843.0
43,7,1692.0
43,8,1978.0
43,9,10000.0
43,10,1046.0
43,11,933.0
43,12,975.0
43,13,1249.0
43,14,2018.0
43,15,2199.0
43,16,1721.0
43,17,1735.0
43,18,1974.0
43,19,2671.0
43,20,2364.0
43,21,2200.0
43,22,2286.0
43,23,2368.0
43,24,2381.0
43,25,2446.0
43,26,1551.0
43,27,1444.0
43,28,414.0
43,29,234.0
43,30,212.0
43,31,1476.0
43,32,1339.0
43,33,1076.0
43,34,1113.0
43,35,1105.0
43,36,807.0
43,37,997.0
43,38,1525.0
43,39,1400.0
43,40,241.0
43,41,232.0
43,42,198.0
43,43,0.0
43,44,154.0
43,45,164.0
43,46,287.0
43,47,310.0
43,48,411.0
43,49,477.0
43,50,1770.0
43,51,1742.0
43,52,1893.0
43,53,556.0
43,54,287.0
43,55,195.0
43,56,124.0
43,57,376.0
43,58,758.0
43,59,851.0
43,60,805.0
43,61,737.0
43,62,601.0
43,63,2347.0
43,64,2163.0
43,65,1178.0
43,66,476.0
43,67,622.0
43,68,712.0
43,69,800.0
43,70,916.0
43,71,994.0
43,72,1193.0
43,73,1485.0
43,74,1323.0
43,75,1656.0
43,76,1919.0
43,77,2474.0
43,78,2327.0
43,79,2013.0
43,80,1752.0
43,81,2103.0
43,82,2242.0
43,83,274.0
43,84,284.0
43,85,402.0
43,86,521.0
43,87,533.0
43,88,1744.0
43,89,1754.0
43,90,1902.0
43,91,2062.0
43,92,1059.0
43,93,1107.0
43,94,1002.0
43,95,979.0
43,96,991.0
43,97,1083.0
43,98,1072.0
43,99,1070.0
43,100,900.0
43,101,1080.0
44,1,2090.0
44,2,990.0
44,3,1633.0
44,4,1119.0
44,5,2586.0
44,6,2693.0
44,7,1847.0
44,8,1829.0
44,9,10000.0
44,10,1201.0
44,11,1088.0
44,12,1130.0
44,13,1404.0
44,14,1868.0
44,15,2049.0
44,16,1876.0
44,17,1890.0
44,18,2128.0
44,19,2521.0
44,20,2209.0
44,21,2045.0
44,22,2131.0
44,23,2213.0
44,24,2226.0
44,25,2291.0
44,26,1396.0
44,27,1290.0
44,28,569.0
44,29,389.0
44,30,367.0
44,31,1322.0
44,32,1184.0
44,33,922.0
44,34,958.0
44,35,950.0
44,36,652.0
44,37,843.0
44,38,1370.0
44,39,1245.0
44,40,87.0
44,41,77.0
44,42,44.0
44,43,154.0
44,44,0.0
44,45,9.0
44,46,132.0
44,47,156.0
44,48,256.0
44,49,322.0
44,50,1615.0
44,51,1588.0
44,52,1738.0
44,53,674.0
44,54,435.0
44,55,343.0
44,56,278.0
44,57,530.0
44,58,913.0
44,59,1006.0
44,60,655.0
44,61,587.0
44,62,451.0
44,63,2197.0
44,64,2013.0
44,65,1333.0
44,66,321.0
44,67,468.0
44,68,558.0
44,69,645.0
44,70,761.0
44,71,839.0
44,72,1038.0
44,73,1336.0
44,74,1173.0
44,75,1507.0
44,76,1770.0
44,77,2325.0
44,78,2177.0
44,79,1863.0
44,80,1602.0
44,81,1948.0
44,82,2088.0
44,83,144.0
44,84,134.0
44,85,247.0
44,86,366.0
44,87,378.0
44,88,1589.0
44,89,1599.0
44,90,1747.0
44,91,1907.0
44,92,905.0
44,93,952.0
44,94,847.0
44,95,825.0
44,96,837.0
44,97,933.0
44,98,922.0
44,99,915.0
44,100,746.0
44,101,925.0
45,1,2100.0
45,2,1000.0
45,3,1643.0
45,4,1125.0
45,5,2576.0
45,6,2684.0
45,7,1854.0
45,8,1819.0
45,9,10000.0
45,10,1207.0
45,11,1094.0
45,12,1136.0
45,13,1411.0
45,14,1859.0
45,15,2039.0
45,16,1882.0
45,17,1896.0
45,18,2135.0
45,19,2512.0
45,20,2200.0
45,21,2055.0
45,22,2140.0
45,23,2223.0
45,24,2217.0
45,25,2281.0
45,26,1406.0
45,27,1299.0
45,28,575.0
45,29,396.0
45,30,373.0
45,31,1331.0
45,32,1194.0
45,33,912.0
45,34,968.0
45,35,959.0
45,36,643.0
45,37,833.0
45,38,1380.0
45,39,1254.0
45,40,77.0
45,41,68.0
45,42,34.0
45,43,164.0
45,44,9.0
45,45,0.0
45,46,123.0
45,47,146.0
45,48,247.0
45,49,313.0
45,50,1606.0
45,51,1578.0
45,52,1729.0
45,53,684.0
45,54,444.0
45,55,352.0
45,56,285.0
45,57,537.0
45,58,920.0
45,59,1013.0
45,60,645.0
45,61,577.0
45,62,442.0
45,63,2188.0
45,64,2003.0
45,65,1340.0
45,66,330.0
45,67,477.0
45,68,567.0
45,69,655.0
45,70,771.0
45,71,849.0
45,72,1048.0
45,73,1326.0
45,74,1164.0
45,75,1497.0
45,76,1760.0
45,77,2315.0
45,78,2167.0
45,79,1853.0
45,80,1593.0
45,81,1939.0
45,82,2078.0
45,83,134.0
45,84,125.0
45,85,238.0
45,86,357.0
45,87,369.0
45,88,1580.0
45,89,1590.0
45,90,1738.0
45,91,1898.0
45,92,914.0
45,93,961.0
45,94,856.0
45,95,815.0
45,96,827.0
45,97,923.0
45,98,913.0
45,99,906.0
45,100,736.0
45,101,933.0
46,1,2147.0
46,2,1047.0
46,3,1690.0
46,4,1237.0
46,5,2687.0
46,6,2795.0
46,7,1965.0
46,8,1930.0
46,9,10000.0
46,10,1319.0
46,11,1206.0
46,12,1248.0
46,13,1522.0
46,14,1970.0
46,15,2151.0
46,16,1994.0
46,17,2007.0
46,18,2246.0
46,19,2623.0
46,20,2077.0
46,21,2102.0
46,22,2188.0
46,23,2270.0
46,24,2094.0
46,25,2158.0
46,26,1453.0
46,27,1346.0
46,28,687.0
46,29,507.0
46,30,485.0
46,31,1379.0
46,32,1241.0
46,33,789.0
46,34,1015.0
46,35,1007.0
46,36,520.0
46,37,710.0
46,38,1427.0
46,39,1302.0
46,40,188.0
46,41,179.0
46,42,88.0
46,43,287.0
46,44,132.0
46,45,123.0
46,46,0.0
46,47,23.0
46,48,124.0
46,49,190.0
46,50,1483.0
46,51,1455.0
46,52,1606.0
46,53,807.0
46,54,567.0
46,55,475.0
46,56,396.0
46,57,648.0
46,58,1031.0
46,59,1124.0
46,60,756.0
46,61,688.0
46,62,553.0
46,63,2299.0
46,64,2114.0
46,65,1451.0
46,66,453.0
46,67,600.0
46,68,690.0
46,69,778.0
46,70,818.0
46,71,896.0
46,72,1095.0
46,73,1437.0
46,74,1275.0
46,75,1608.0
46,76,1871.0
46,77,2426.0
46,78,2279.0
46,79,1965.0
46,80,1704.0
46,81,1816.0
46,82,1955.0
46,83,246.0
46,84,236.0
46,85,115.0
46,86,234.0
46,87,246.0
46,88,1457.0
46,89,1467.0
46,90,1615.0
46,91,1775.0
46,92,962.0
46,93,1009.0
46,94,904.0
46,95,692.0
46,96,704.0
46,97,1035.0
46,98,1024.0
46,99,782.0
46,100,613.0
46,101,810.0
47,1,2171.0
47,2,1071.0
47,3,1714.0
47,4,1260.0
47,5,2711.0
47,6,2819.0
47,7,1989.0
47,8,1954.0
47,9,10000.0
47,10,1342.0
47,11,1229.0
47,12,1271.0
47,13,1545.0
47,14,1993.0
47,15,2174.0
47,16,2017.0
47,17,2031.0
47,18,2270.0
47,19,2647.0
47,20,2101.0
47,21,2126.0
47,22,2211.0
47,23,2294.0
47,24,2118.0
47,25,2182.0
47,26,1477.0
47,27,1370.0
47,28,710.0
47,29,530.0
47,30,508.0
47,31,1402.0
47,32,1265.0
47,33,813.0
47,34,1039.0
47,35,1030.0
47,36,544.0
47,37,734.0
47,38,1451.0
47,39,1325.0
47,40,212.0
47,41,202.0
47,42,111.0
47,43,310.0
47,44,156.0
47,45,146.0
47,46,23.0
47,47,0.0
47,48,100.0
47,49,166.0
47,50,1506.0
47,51,1479.0
47,52,1629.0
47,53,830.0
47,54,591.0
47,55,499.0
47,56,420.0
47,57,672.0
47,58,1055.0
47,59,1147.0
47,60,780.0
47,61,712.0
47,62,577.0
47,63,2323.0
47,64,2138.0
47,65,1475.0
47,66,477.0
47,67,624.0
47,68,714.0
47,69,801.0
47,70,842.0
47,71,920.0
47,72,1119.0
47,73,1461.0
47,74,1299.0
47,75,1632.0
47,76,1895.0
47,77,2450.0
47,78,2302.0
47,79,1988.0
47,80,1728.0
47,81,1840.0
47,82,1979.0
47,83,269.0
47,84,260.0
47,85,138.0
47,86,258.0
47,87,269.0
47,88,1480.0
47,89,1491.0
47,90,1638.0
47,91,1799.0
47,92,985.0
47,93,1032.0
47,94,927.0
47,95,716.0
47,96,728.0
47,97,1058.0
47,98,1048.0
47,99,806.0
47,100,637.0
47,101,834.0
48,1,2272.0
48,2,1171.0
48,3,1814.0
48,4,1361.0
48,5,2812.0
48,6,2919.0
48,7,2089.0
48,8,2055.0
48,9,10000.0
48,10,1443.0
48,11,1330.0
48,12,1372.0
48,13,1646.0
48,14,2094.0
48,15,2275.0
48,16,2118.0
48,17,2132.0
48,18,2371.0
48,19,2747.0
48,20,2201.0
48,21,2227.0
48,22,2312.0
48,23,2395.0
48,24,2218.0
48,25,2283.0
48,26,1577.0
48,27,1471.0
48,28,811.0
48,29,631.0
48,30,609.0
48,31,1503.0
48,32,1365.0
48,33,914.0
48,34,1140.0
48,35,1131.0
48,36,644.0
48,37,834.0
48,38,1552.0
48,39,1426.0
48,40,313.0
48,41,303.0
48,42,212.0
48,43,411.0
48,44,256.0
48,45,247.0
48,46,124.0
48,47,100.0
48,48,0.0
48,49,65.0
48,50,1607.0
48,51,1580.0
48,52,1730.0
